cod_cand,desc_lista
1347741,ITALEXIT PER L'ITALIA
1347743,ITALEXIT PER L'ITALIA
1347749,ITALEXIT PER L'ITALIA
1347750,ITALEXIT PER L'ITALIA
1347752,ITALEXIT PER L'ITALIA
1347763,PARTITO COMUNISTA ITALIANO
1347765,PARTITO COMUNISTA ITALIANO
1347766,PARTITO COMUNISTA ITALIANO
1347767,PARTITO COMUNISTA ITALIANO
1347806,ITALEXIT PER L'ITALIA
1347807,ITALEXIT PER L'ITALIA
1347808,ITALEXIT PER L'ITALIA
1347809,ITALEXIT PER L'ITALIA
1347810,ITALEXIT PER L'ITALIA
1347820,ITALIA SOVRANA E POPOLARE
1347821,ITALIA SOVRANA E POPOLARE
1347822,ITALIA SOVRANA E POPOLARE
1347825,UNIONE POPOLARE CON DE MAGISTRIS
1347826,VITA
1347827,UNIONE POPOLARE CON DE MAGISTRIS
1347828,VITA
1347829,VITA
1347830,VITA
1347862,MASTELLA NOI DI CENTRO EUROPEISTI
1347867,MOVIMENTO 5 STELLE
1347892,ITALIA SOVRANA E POPOLARE
1347912,ITALEXIT PER L'ITALIA
1347915,MASTELLA NOI DI CENTRO EUROPEISTI
1347934,ITALEXIT PER L'ITALIA
1347936,ITALEXIT PER L'ITALIA
1347937,ITALEXIT PER L'ITALIA
1347938,ITALEXIT PER L'ITALIA
1347972,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1347973,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1347983,ITALIA SOVRANA E POPOLARE
1347984,ITALIA SOVRANA E POPOLARE
1347985,ITALIA SOVRANA E POPOLARE
1347987,ITALIA SOVRANA E POPOLARE
1347989,ITALIA SOVRANA E POPOLARE
1347993,MOVIMENTO 5 STELLE
1347994,MOVIMENTO 5 STELLE
1347995,MOVIMENTO 5 STELLE
1348020,UNIONE POPOLARE CON DE MAGISTRIS
1348023,UNIONE POPOLARE CON DE MAGISTRIS
1348026,UNIONE POPOLARE CON DE MAGISTRIS
1348028,MOVIMENTO 5 STELLE
1348030,UNIONE POPOLARE CON DE MAGISTRIS
1348034,MOVIMENTO 5 STELLE
1348044,MOVIMENTO 5 STELLE
1348047,MOVIMENTO 5 STELLE
1348048,MOVIMENTO 5 STELLE
1348049,MOVIMENTO 5 STELLE
1348052,MOVIMENTO 5 STELLE
1348073,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1348076,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1348110,UNIONE POPOLARE CON DE MAGISTRIS
1348115,MOVIMENTO 5 STELLE
1348116,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348121,UNIONE POPOLARE CON DE MAGISTRIS
1348125,UNIONE POPOLARE CON DE MAGISTRIS
1348129,UNIONE POPOLARE CON DE MAGISTRIS
1348139,MOVIMENTO 5 STELLE
1348140,ITALEXIT PER L'ITALIA
1348141,ITALEXIT PER L'ITALIA
1348148,UNIONE POPOLARE CON DE MAGISTRIS
1348150,UNIONE POPOLARE CON DE MAGISTRIS
1348151,ITALEXIT PER L'ITALIA
1348153,ITALEXIT PER L'ITALIA
1348155,ITALEXIT PER L'ITALIA
1348191,UNIONE POPOLARE CON DE MAGISTRIS
1348193,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348198,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348206,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1348208,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1348209,ITALEXIT PER L'ITALIA
1348210,ITALEXIT PER L'ITALIA
1348211,ITALEXIT PER L'ITALIA
1348217,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348224,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348275,SUD CHIAMA NORD
1348277,SUD CHIAMA NORD
1348281,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1348289,UNIONE POPOLARE CON DE MAGISTRIS
1348293,ITALEXIT PER L'ITALIA
1348294,UNIONE POPOLARE CON DE MAGISTRIS
1348296,UNIONE POPOLARE CON DE MAGISTRIS
1348298,UNIONE POPOLARE CON DE MAGISTRIS
1348299,ITALEXIT PER L'ITALIA
1348302,UNIONE POPOLARE CON DE MAGISTRIS
1348308,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348313,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348315,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348317,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348380,UNIONE POPOLARE CON DE MAGISTRIS
1348381,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348382,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348383,UNIONE POPOLARE CON DE MAGISTRIS
1348395,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348400,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348454,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348462,SUD CHIAMA NORD
1348465,SUD CHIAMA NORD
1348488,SUD CHIAMA NORD
1348491,SUD CHIAMA NORD
1348526,ITALEXIT PER L'ITALIA
1348528,ITALEXIT PER L'ITALIA
1348531,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348533,ITALEXIT PER L'ITALIA
1348537,ITALEXIT PER L'ITALIA
1348551,MOVIMENTO 5 STELLE
1348561,MOVIMENTO 5 STELLE
1348571,MOVIMENTO 5 STELLE
1348572,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348576,MOVIMENTO 5 STELLE
1348577,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348578,AZIONE - ITALIA VIVA - CALENDA
1348598,ITALEXIT PER L'ITALIA
1348613,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348615,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348637,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA
1348644,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348681,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA
1348685,ITALEXIT PER L'ITALIA
1348696,MOVIMENTO 5 STELLE
1348700,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348709,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA
1348717,AZIONE - ITALIA VIVA - CALENDA
1348721,AZIONE - ITALIA VIVA - CALENDA
1348736,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA
1348770,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348778,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348780,MOVIMENTO 5 STELLE
1348782,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348787,AZIONE - ITALIA VIVA - CALENDA
1348802,AZIONE - ITALIA VIVA - CALENDA
1348815,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA; ALLEANZA VERDI E SINISTRA
1348827,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348832,FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1348846,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER
1348857,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER
1348971,MASTELLA NOI DI CENTRO EUROPEISTI
1348974,MASTELLA NOI DI CENTRO EUROPEISTI
1348976,MASTELLA NOI DI CENTRO EUROPEISTI
1349045,MOVIMENTO 5 STELLE
1349078,ITALIA SOVRANA E POPOLARE
1349184,ITALIA SOVRANA E POPOLARE
1349190,ITALIA SOVRANA E POPOLARE
1349194,ITALIA SOVRANA E POPOLARE
1349196,ITALIA SOVRANA E POPOLARE
1349205,MOVIMENTO 5 STELLE
1349229,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349235,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1349260,ITALIA SOVRANA E POPOLARE
1349279,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1349343,AZIONE - ITALIA VIVA - CALENDA
1349379,AZIONE - ITALIA VIVA - CALENDA
1349387,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1349416,AZIONE - ITALIA VIVA - CALENDA
1349422,AZIONE - ITALIA VIVA - CALENDA
1349429,AZIONE - ITALIA VIVA - CALENDA
1349430,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349436,AZIONE - ITALIA VIVA - CALENDA
1349446,AZIONE - ITALIA VIVA - CALENDA
1349449,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349450,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349457,AZIONE - ITALIA VIVA - CALENDA
1349478,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349498,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349512,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349514,FORZA ITALIA; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1349620,PARTITO COMUNISTA ITALIANO
1349624,PARTITO COMUNISTA ITALIANO
1349640,PARTITO COMUNISTA ITALIANO
1349642,PARTITO COMUNISTA ITALIANO
1349649,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349663,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1349669,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349674,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1349679,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349718,AZIONE - ITALIA VIVA - CALENDA
1349728,AZIONE - ITALIA VIVA - CALENDA
1349739,AZIONE - ITALIA VIVA - CALENDA
1349755,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349759,PARTITO COMUNISTA ITALIANO
1349763,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349770,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1349775,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1349776,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1349785,FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA
1349793,MOVIMENTO 5 STELLE
1349841,MOVIMENTO 5 STELLE
1349853,UNIONE POPOLARE CON DE MAGISTRIS
1349855,MOVIMENTO 5 STELLE
1349864,VITA
1349866,ITALIA SOVRANA E POPOLARE
1349870,ITALEXIT PER L'ITALIA
1349903,MOVIMENTO 5 STELLE
1349905,MOVIMENTO 5 STELLE
1349910,MOVIMENTO 5 STELLE
1349913,MOVIMENTO 5 STELLE
1349936,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349968,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349983,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349985,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349988,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1349999,VITA
1350000,VITA
1350007,VITA
1350010,AZIONE - ITALIA VIVA - CALENDA
1350014,MASTELLA NOI DI CENTRO EUROPEISTI
1350018,MASTELLA NOI DI CENTRO EUROPEISTI
1350028,AZIONE - ITALIA VIVA - CALENDA
1350030,UNIONE POPOLARE CON DE MAGISTRIS
1350031,AZIONE - ITALIA VIVA - CALENDA
1350054,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI
1350058,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI
1350065,AZIONE - ITALIA VIVA - CALENDA
1350071,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350073,PARTITO COMUNISTA ITALIANO
1350075,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350098,ITALIA SOVRANA E POPOLARE
1350105,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350118,VITA
1350146,AZIONE - ITALIA VIVA - CALENDA
1350153,AZIONE - ITALIA VIVA - CALENDA
1350158,AZIONE - ITALIA VIVA - CALENDA
1350165,AZIONE - ITALIA VIVA - CALENDA
1350169,MASTELLA NOI DI CENTRO EUROPEISTI
1350173,AZIONE - ITALIA VIVA - CALENDA
1350179,AZIONE - ITALIA VIVA - CALENDA
1350183,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350191,ITALEXIT PER L'ITALIA
1350193,VITA
1350203,MOVIMENTO 5 STELLE
1350253,MASTELLA NOI DI CENTRO EUROPEISTI
1350257,MASTELLA NOI DI CENTRO EUROPEISTI
1350281,MASTELLA NOI DI CENTRO EUROPEISTI
1350343,MASTELLA NOI DI CENTRO EUROPEISTI
1350346,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA
1350347,VITA
1350352,FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; LEGA PER SALVINI PREMIER
1350385,PARTITO COMUNISTA ITALIANO
1350395,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350405,AZIONE - ITALIA VIVA - CALENDA
1350408,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350410,AZIONE - ITALIA VIVA - CALENDA
1350411,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350416,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1350426,AZIONE - ITALIA VIVA - CALENDA
1350442,ITALIA SOVRANA E POPOLARE
1350446,MOVIMENTO 5 STELLE
1350487,AZIONE - ITALIA VIVA - CALENDA
1350522,AZIONE - ITALIA VIVA - CALENDA
1350524,MASTELLA NOI DI CENTRO EUROPEISTI
1350564,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1350582,AZIONE - ITALIA VIVA - CALENDA
1350585,AZIONE - ITALIA VIVA - CALENDA
1350603,MOVIMENTO 5 STELLE
1350613,ITALEXIT PER L'ITALIA
1350618,ITALEXIT PER L'ITALIA
1350683,MOVIMENTO 5 STELLE
1350684,MOVIMENTO 5 STELLE
1350693,VITA
1350696,VITA
1350702,VITA
1350703,VITA
1350705,VITA
1350706,ITALEXIT PER L'ITALIA
1350710,ITALEXIT PER L'ITALIA
1350751,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1351026,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1351079,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1351107,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1351181,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1351182,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1351183,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
