cod_cand,desc_lista
1351184,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1351244,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351246,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351250,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351251,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351264,AZIONE - ITALIA VIVA - CALENDA
1351280,+EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA
1351438,AZIONE - ITALIA VIVA - CALENDA
1351440,AZIONE - ITALIA VIVA - CALENDA
1351446,AZIONE - ITALIA VIVA - CALENDA
1351450,AZIONE - ITALIA VIVA - CALENDA
1351509,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351528,AZIONE - ITALIA VIVA - CALENDA
1351579,ITALIA SOVRANA E POPOLARE
1351692,ITALIA SOVRANA E POPOLARE
1351705,ITALIA SOVRANA E POPOLARE
1351715,ALLEANZA VERDI E SINISTRA; +EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1351743,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI
1351747,MASTELLA NOI DI CENTRO EUROPEISTI
1351755,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER
1351761,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1351784,ITALIA SOVRANA E POPOLARE
1351794,ITALIA SOVRANA E POPOLARE
1351854,AZIONE - ITALIA VIVA - CALENDA
1352003,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA; ALLEANZA VERDI E SINISTRA
1352013,AZIONE - ITALIA VIVA - CALENDA
1352024,UNIONE POPOLARE CON DE MAGISTRIS
1352031,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352045,UNIONE POPOLARE CON DE MAGISTRIS
1352051,UNIONE POPOLARE CON DE MAGISTRIS
1352084,UNIONE POPOLARE CON DE MAGISTRIS
1352091,UNIONE POPOLARE CON DE MAGISTRIS
1352097,UNIONE POPOLARE CON DE MAGISTRIS
1352162,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352173,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352178,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352222,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352228,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352234,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352238,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352251,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352258,AZIONE - ITALIA VIVA - CALENDA
1352266,AZIONE - ITALIA VIVA - CALENDA
1352321,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352330,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352337,AZIONE - ITALIA VIVA - CALENDA
1352348,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352349,AZIONE - ITALIA VIVA - CALENDA
1352352,AZIONE - ITALIA VIVA - CALENDA
1352358,AZIONE - ITALIA VIVA - CALENDA
1352359,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352410,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352415,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352417,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352423,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352435,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352448,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352457,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352478,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352481,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352488,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352520,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352521,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352526,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352532,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352543,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352554,DESTRE UNITE
1352560,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352561,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352569,DESTRE UNITE
1352580,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352583,AZIONE - ITALIA VIVA - CALENDA
1352584,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352589,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352618,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1352627,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352645,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352662,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352683,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352698,+EUROPA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1352706,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1352737,DESTRE UNITE
1352738,SUD CHIAMA NORD
1352739,ITALEXIT PER L'ITALIA
1352743,SUD CHIAMA NORD
1352752,ITALEXIT PER L'ITALIA
1352768,VITA
1352773,ITALEXIT PER L'ITALIA
1352778,VITA
1352810,DESTRE UNITE
1352815,DESTRE UNITE
1352817,AZIONE - ITALIA VIVA - CALENDA
1352820,AZIONE - ITALIA VIVA - CALENDA
1352846,ITALEXIT PER L'ITALIA
1352862,ITALEXIT PER L'ITALIA
1352895,ITALEXIT PER L'ITALIA
1352901,ITALEXIT PER L'ITALIA
1352902,SUD CHIAMA NORD
1352908,SUD CHIAMA NORD
1352912,ITALEXIT PER L'ITALIA
1352916,SUD CHIAMA NORD
1352918,ITALEXIT PER L'ITALIA
1352926,ITALEXIT PER L'ITALIA
1352930,VITA
1352937,VITA
1352944,VITA
1352958,VITA
1352962,VITA
1352963,VITA
1352966,VITA
1352972,VITA
1353011,AZIONE - ITALIA VIVA - CALENDA
1353014,AZIONE - ITALIA VIVA - CALENDA
1353019,VITA
1353021,PARTITO COMUNISTA DEI LAVORATORI
1353022,PARTITO COMUNISTA DEI LAVORATORI
1353075,VITA
1353081,ITALEXIT PER L'ITALIA
1353088,ITALEXIT PER L'ITALIA
1353089,ITALEXIT PER L'ITALIA
1353094,ITALEXIT PER L'ITALIA
1353101,AZIONE - ITALIA VIVA - CALENDA
1353119,AZIONE - ITALIA VIVA - CALENDA
1353128,AZIONE - ITALIA VIVA - CALENDA
1353227,PARTITO COMUNISTA ITALIANO
1353252,PARTITO COMUNISTA ITALIANO
1353260,PARTITO COMUNISTA ITALIANO
1353315,ITALEXIT PER L'ITALIA
1353349,PARTITO COMUNISTA ITALIANO
1353355,PARTITO COMUNISTA ITALIANO
1353373,PARTITO COMUNISTA ITALIANO
1353386,VITA
1353392,VITA
1353397,VITA
1353405,VITA
1353408,VITA
1353410,VITA
1353413,VITA
1353417,VITA
1353425,VITA
1353465,MOVIMENTO 5 STELLE
1353469,ITALEXIT PER L'ITALIA
1353513,VITA
1353610,ITALIA SOVRANA E POPOLARE
1353612,PARTITO COMUNISTA ITALIANO
1353613,UNIONE POPOLARE CON DE MAGISTRIS
1353629,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1353630,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1353635,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1353640,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1353642,ALLEANZA VERDI E SINISTRA; +EUROPA; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1353647,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI
1353650,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; ALLEANZA VERDI E SINISTRA; +EUROPA
1353676,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI
1353718,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FORZA ITALIA; FRATELLI D'ITALIA CON GIORGIA MELONI
1353869,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1353878,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1353967,UNIONE POPOLARE CON DE MAGISTRIS
1354021,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1354025,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1354033,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1354034,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA; ALLEANZA VERDI E SINISTRA
1354041,ITALEXIT PER L'ITALIA
1354081,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1354087,MOVIMENTO 5 STELLE
1354102,ITALIA SOVRANA E POPOLARE
1354110,ITALEXIT PER L'ITALIA
1354115,FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI
1354117,VITA
1354122,MOVIMENTO 5 STELLE
1354124,AZIONE - ITALIA VIVA - CALENDA
1354138,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1354157,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1354160,MOVIMENTO 5 STELLE
1354166,MASTELLA NOI DI CENTRO EUROPEISTI
1354169,PARTITO COMUNISTA ITALIANO
1354184,ITALIA SOVRANA E POPOLARE
1354201,ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA
1354205,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER
1354209,PARTITO COMUNISTA ITALIANO
1354211,VITA
1354212,AZIONE - ITALIA VIVA - CALENDA
1354234,AZIONE - ITALIA VIVA - CALENDA
1354242,ITALEXIT PER L'ITALIA
1354249,ITALIA SOVRANA E POPOLARE
1354251,MOVIMENTO 5 STELLE
1354253,FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FRATELLI D'ITALIA CON GIORGIA MELONI
1354255,AZIONE - ITALIA VIVA - CALENDA
1354257,MOVIMENTO 5 STELLE
1354264,MOVIMENTO 5 STELLE
1354268,VITA
1354270,MOVIMENTO 5 STELLE
1354273,MOVIMENTO 5 STELLE
1354279,MOVIMENTO 5 STELLE
1354289,VITA
1354303,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; +EUROPA; ALLEANZA VERDI E SINISTRA
1354308,MOVIMENTO 5 STELLE
1354418,SUD CHIAMA NORD
1354454,UNIONE POPOLARE CON DE MAGISTRIS
1354459,ITALIA SOVRANA E POPOLARE
1354466,ITALIA SOVRANA E POPOLARE
1354468,ITALEXIT PER L'ITALIA
1354469,ITALIA SOVRANA E POPOLARE
1354472,VITA
1354473,ITALIA SOVRANA E POPOLARE
1354475,ITALIA SOVRANA E POPOLARE
1354478,ITALIA SOVRANA E POPOLARE
1354513,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1354516,FORZA DEL POPOLO
1354519,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1354557,FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA; LEGA PER SALVINI PREMIER; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1354566,ITALIA SOVRANA E POPOLARE
1354577,ITALIA SOVRANA E POPOLARE
1354578,+EUROPA; ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1354611,ITALIA SOVRANA E POPOLARE
1354657,MASTELLA NOI DI CENTRO EUROPEISTI
1354661,MASTELLA NOI DI CENTRO EUROPEISTI
1354670,MASTELLA NOI DI CENTRO EUROPEISTI
1354672,VITA
1354676,VITA
1354688,AZIONE - ITALIA VIVA - CALENDA
1354690,ITALIA SOVRANA E POPOLARE
1354738,MASTELLA NOI DI CENTRO EUROPEISTI
1354742,LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; FORZA ITALIA
1354750,MASTELLA NOI DI CENTRO EUROPEISTI
1354752,AZIONE - ITALIA VIVA - CALENDA
1354756,AZIONE - ITALIA VIVA - CALENDA
1354768,MASTELLA NOI DI CENTRO EUROPEISTI
1354775,MASTELLA NOI DI CENTRO EUROPEISTI
1354780,MOVIMENTO 5 STELLE
1354781,ITALIA SOVRANA E POPOLARE
1354782,MASTELLA NOI DI CENTRO EUROPEISTI
1354784,ITALIA SOVRANA E POPOLARE
1354789,PARTITO COMUNISTA ITALIANO
1354792,SUD CHIAMA NORD
1354794,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1354798,FORZA DEL POPOLO
1354803,AZIONE - ITALIA VIVA - CALENDA
1354806,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1354807,AZIONE - ITALIA VIVA - CALENDA
1354810,AZIONE - ITALIA VIVA - CALENDA
1354812,MASTELLA NOI DI CENTRO EUROPEISTI
1354813,AZIONE - ITALIA VIVA - CALENDA
1354814,AZIONE - ITALIA VIVA - CALENDA
1354869,ITALIA SOVRANA E POPOLARE
1354881,MASTELLA NOI DI CENTRO EUROPEISTI
1354885,MASTELLA NOI DI CENTRO EUROPEISTI
1354886,VITA
1354889,MASTELLA NOI DI CENTRO EUROPEISTI
1354895,VITA
1354897,ITALIA SOVRANA E POPOLARE
1354898,MASTELLA NOI DI CENTRO EUROPEISTI
1354902,ITALIA SOVRANA E POPOLARE
1354913,ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA
1354919,ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA
1354959,UNIONE POPOLARE CON DE MAGISTRIS
1354962,UNIONE POPOLARE CON DE MAGISTRIS
1354972,UNIONE POPOLARE CON DE MAGISTRIS
1354982,ITALIA SOVRANA E POPOLARE
1354987,ITALIA SOVRANA E POPOLARE
1354993,VITA
1354997,VITA
1355008,ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA
1355026,MOVIMENTO 5 STELLE
1355038,UNIONE POPOLARE CON DE MAGISTRIS
1355039,UNIONE POPOLARE CON DE MAGISTRIS
1355040,UNIONE POPOLARE CON DE MAGISTRIS
1355042,UNIONE POPOLARE CON DE MAGISTRIS
1355043,UNIONE POPOLARE CON DE MAGISTRIS
1355044,UNIONE POPOLARE CON DE MAGISTRIS
1355045,UNIONE POPOLARE CON DE MAGISTRIS
1355046,UNIONE POPOLARE CON DE MAGISTRIS
1355047,UNIONE POPOLARE CON DE MAGISTRIS
1355080,ITALIA SOVRANA E POPOLARE
1355084,ALLEANZA VERDI E SINISTRA; IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO; PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA; +EUROPA
1355109,MOVIMENTO 5 STELLE
1355112,MOVIMENTO 5 STELLE
1355120,MOVIMENTO 5 STELLE
1355187,UNIONE POPOLARE CON DE MAGISTRIS
1355290,ITALEXIT PER L'ITALIA
1355292,ITALEXIT PER L'ITALIA
1355294,ITALEXIT PER L'ITALIA
1355340,MASTELLA NOI DI CENTRO EUROPEISTI
1355341,MASTELLA NOI DI CENTRO EUROPEISTI
1355342,MASTELLA NOI DI CENTRO EUROPEISTI
1355369,MOVIMENTO 5 STELLE
1355370,MOVIMENTO 5 STELLE
1355371,MOVIMENTO 5 STELLE
1355372,MOVIMENTO 5 STELLE
1355419,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC; LEGA PER SALVINI PREMIER; FRATELLI D'ITALIA CON GIORGIA MELONI; FORZA ITALIA
1355422,ITALEXIT PER L'ITALIA
1355525,MASTELLA NOI DI CENTRO EUROPEISTI
1375024,UNIONE POPOLARE CON DE MAGISTRIS
1350701,PARTITO COMUNISTA ITALIANO
1350707,VALLÉE D’AOSTE – AUTONOMIE PROGRÈS FÉDÉRALISME
1348434,VALLE D'AOSTA APERTA
1350692,ITALIA SOVRANA E POPOLARE
1348435,UNIONE POPOLARE CON DE MAGISTRIS
1350704,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1351320,VITA
1348433,POUR L’AUTONOMIE – PER L’AUTONOMIA
1351089,MOVIMENTO 5 STELLE
1348271,SÜDTIROLER VOLKSPARTEI (SVP) - PATT
1348410,ITALIA SOVRANA E POPOLARE
1350933,UNIONE POPOLARE CON DE MAGISTRIS
1352769,CAMPOBASE - +EUROPA - ALLEANZA VERDI E SINISTRA – PD - AZIONE-ITALIA VIVA
1350568,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1351090,MOVIMENTO 5 STELLE
1353070,VITA
1348481,SÜDTIROLER VOLKSPARTEI (SVP) - PATT
1348425,ITALIA SOVRANA E POPOLARE
1350941,UNIONE POPOLARE CON DE MAGISTRIS
1352991,CAMPOBASE - +EUROPA - ALLEANZA VERDI E SINISTRA – PD - AZIONE-ITALIA VIVA
1350578,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1351010,MOVIMENTO 5 STELLE
1348473,SÜDTIROLER VOLKSPARTEI (SVP) - PATT
1348238,ITALIA SOVRANA E POPOLARE
1350946,UNIONE POPOLARE CON DE MAGISTRIS
1354226,CAMPOBASE - +EUROPA - ALLEANZA VERDI E SINISTRA – PD - AZIONE-ITALIA VIVA
1350787,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1351019,MOVIMENTO 5 STELLE
1353269,VITA
1351032,AZIONE - ITALIA VIVA - CALENDA
1348476,SÜDTIROLER VOLKSPARTEI (SVP) - PATT
1354278,PARTITO DEMOCRATICO - +EUROPA - ALLEANZA VERDI E SINISTRA
1348257,ITALIA SOVRANA E POPOLARE
1350997,UNIONE POPOLARE CON DE MAGISTRIS
1350801,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1348568,DIE FREIHEITLICHEN
1352725,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350896,ALLEANZA VERDI E SINISTRA
1351024,MOVIMENTO 5 STELLE
1353399,VITA
1351033,AZIONE - ITALIA VIVA - CALENDA
1348680,SÜDTIROLER VOLKSPARTEI (SVP) - PATT
1350402,TEAM K
1350719,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1348611,DIE FREIHEITLICHEN
1352734,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1350905,ALLEANZA VERDI E SINISTRA
1351028,MOVIMENTO 5 STELLE
1353416,VITA
1351034,AZIONE - ITALIA VIVA - CALENDA
1348601,SÜDTIROLER VOLKSPARTEI (SVP) - PATT
1350499,TEAM K
1350817,LEGA PER SALVINI PREMIER - FORZA ITALIA - NOI MODERATI - FRATELLI D'ITALIA
1348791,DIE FREIHEITLICHEN
