cod_cand,lista,num_lista,cod_lista,desc_lista
1347316,0,1,415695,MOVIMENTO 5 STELLE
1347318,0,1,415695,MOVIMENTO 5 STELLE
1347329,0,11,415672,ITALEXIT PER L'ITALIA
1347331,0,11,415672,ITALEXIT PER L'ITALIA
1347332,0,11,415672,ITALEXIT PER L'ITALIA
1347345,0,1,415706,FREE
1347346,0,1,415706,FREE
1347347,0,17,415575,UNIONE POPOLARE CON DE MAGISTRIS
1347359,0,13,415722,ITALEXIT PER L'ITALIA
1347360,0,7,415590,ITALIA SOVRANA E POPOLARE
1347362,0,13,415722,ITALEXIT PER L'ITALIA
1347364,0,7,415590,ITALIA SOVRANA E POPOLARE
1347369,0,13,415725,ITALEXIT PER L'ITALIA
1347371,0,13,415725,ITALEXIT PER L'ITALIA
1347374,0,13,415725,ITALEXIT PER L'ITALIA
1347375,0,17,415584,UNIONE POPOLARE CON DE MAGISTRIS
1347377,0,17,415584,UNIONE POPOLARE CON DE MAGISTRIS
1347381,0,1,415717,UNIONE POPOLARE CON DE MAGISTRIS
1347384,0,1,415717,UNIONE POPOLARE CON DE MAGISTRIS
1347385,0,1,415717,UNIONE POPOLARE CON DE MAGISTRIS
1347386,0,3,415747,UNIONE POPOLARE CON DE MAGISTRIS
1347387,0,1,415717,UNIONE POPOLARE CON DE MAGISTRIS
1347390,0,3,415747,UNIONE POPOLARE CON DE MAGISTRIS
1347392,0,3,415751,UNIONE POPOLARE CON DE MAGISTRIS
1347394,0,2,415735,UNIONE POPOLARE CON DE MAGISTRIS
1347395,0,3,415751,UNIONE POPOLARE CON DE MAGISTRIS
1347396,0,3,415751,UNIONE POPOLARE CON DE MAGISTRIS
1347399,0,3,415755,UNIONE POPOLARE CON DE MAGISTRIS
1347402,0,3,415755,UNIONE POPOLARE CON DE MAGISTRIS
1347404,0,3,415755,UNIONE POPOLARE CON DE MAGISTRIS
1347407,0,8,415765,MOVIMENTO 5 STELLE
1347416,0,14,415595,UNIONE POPOLARE CON DE MAGISTRIS
1347422,0,2,415612,ITALEXIT PER L'ITALIA
1347423,0,3,415602,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1347425,0,4,415608,VITA
1347427,0,5,415760,UNIONE POPOLARE CON DE MAGISTRIS
1347428,0,8,415617,ITALIA SOVRANA E POPOLARE
1347429,0,8,415617,ITALIA SOVRANA E POPOLARE
1347430,0,1,415468,ITALIA SOVRANA E POPOLARE
1347433,0,2,415742,ITALEXIT PER L'ITALIA
1347435,0,3,415602,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1347437,0,4,415608,VITA
1347438,0,5,415760,UNIONE POPOLARE CON DE MAGISTRIS
1347439,0,1,415468,ITALIA SOVRANA E POPOLARE
1347441,0,2,415742,ITALEXIT PER L'ITALIA
1347443,0,5,415760,UNIONE POPOLARE CON DE MAGISTRIS
1347462,0,4,415862,MASTELLA NOI DI CENTRO EUROPEISTI
1347465,0,4,415867,MASTELLA NOI DI CENTRO EUROPEISTI
1347487,0,14,415595,UNIONE POPOLARE CON DE MAGISTRIS
1347489,0,14,415595,UNIONE POPOLARE CON DE MAGISTRIS
1347494,0,1,415468,ITALIA SOVRANA E POPOLARE
1347498,0,2,415742,ITALEXIT PER L'ITALIA
1347499,0,12,415782,ITALIA SOVRANA E POPOLARE
1347500,0,2,415612,ITALEXIT PER L'ITALIA
1347501,0,2,415612,ITALEXIT PER L'ITALIA
1347502,0,2,415612,ITALEXIT PER L'ITALIA
1347506,0,12,415782,ITALIA SOVRANA E POPOLARE
1347511,0,8,415617,ITALIA SOVRANA E POPOLARE
1347515,0,8,415621,ITALIA SOVRANA E POPOLARE
1347517,0,8,415621,ITALIA SOVRANA E POPOLARE
1347521,0,12,415785,ITALIA SOVRANA E POPOLARE
1347540,0,7,415816,UNIONE POPOLARE CON DE MAGISTRIS
1347542,0,10,415631,VITA
1347543,0,14,415822,UNIONE POPOLARE CON DE MAGISTRIS
1347545,0,14,415822,UNIONE POPOLARE CON DE MAGISTRIS
1347547,0,14,415822,UNIONE POPOLARE CON DE MAGISTRIS
1347549,0,14,415822,UNIONE POPOLARE CON DE MAGISTRIS
1347557,0,4,415858,MASTELLA NOI DI CENTRO EUROPEISTI
1347559,0,1,415468,ITALIA SOVRANA E POPOLARE
1347561,0,2,415742,ITALEXIT PER L'ITALIA
1347566,0,7,415819,UNIONE POPOLARE CON DE MAGISTRIS
1347567,0,5,415760,UNIONE POPOLARE CON DE MAGISTRIS
1347575,0,10,415634,VITA
1347583,0,12,415785,ITALIA SOVRANA E POPOLARE
1347584,0,12,415785,ITALIA SOVRANA E POPOLARE
1347586,0,3,415602,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1347588,0,4,415608,VITA
1347591,0,7,415816,UNIONE POPOLARE CON DE MAGISTRIS
1347594,0,14,415822,UNIONE POPOLARE CON DE MAGISTRIS
1347598,0,10,415631,VITA
1347608,0,1,415806,MOVIMENTO 5 STELLE
1347611,0,1,415806,MOVIMENTO 5 STELLE
1347612,0,4,415858,MASTELLA NOI DI CENTRO EUROPEISTI
1347619,0,3,415602,ALTERNATIVA PER L'ITALIA - NO GREEN PASS
1347620,0,4,415608,VITA
1347624,0,7,415819,UNIONE POPOLARE CON DE MAGISTRIS
1347625,0,4,415862,MASTELLA NOI DI CENTRO EUROPEISTI
1347629,0,4,415867,MASTELLA NOI DI CENTRO EUROPEISTI
1347635,0,10,415634,VITA
1347640,0,1,415802,MOVIMENTO 5 STELLE
1347645,0,1,415809,MOVIMENTO 5 STELLE
1347646,0,1,415802,MOVIMENTO 5 STELLE
1347648,0,6,415873,ITALIA SOVRANA E POPOLARE
1347650,0,1,415802,MOVIMENTO 5 STELLE
1347668,0,10,415627,VITA
1347671,0,10,415627,VITA
1347673,0,10,415627,VITA
1347675,0,7,415503,ITALEXIT PER L'ITALIA
1347676,0,7,415503,ITALEXIT PER L'ITALIA
1347684,0,6,415873,ITALIA SOVRANA E POPOLARE
1347685,0,1,415809,MOVIMENTO 5 STELLE
1347686,0,6,415873,ITALIA SOVRANA E POPOLARE
1347692,0,2,415842,ITALIA SOVRANA E POPOLARE
1347694,0,9,415845,ITALEXIT PER L'ITALIA
1347697,0,4,415479,UNIONE POPOLARE CON DE MAGISTRIS
1347698,0,3,415482,MOVIMENTO 5 STELLE
1347731,0,6,415530,ITALIA SOVRANA E POPOLARE
1347733,0,1,415515,UNIONE POPOLARE CON DE MAGISTRIS
1347737,0,6,415956,MOVIMENTO 5 STELLE
1347739,0,6,415956,MOVIMENTO 5 STELLE
1347751,0,6,415533,ITALIA SOVRANA E POPOLARE
1347754,0,6,415533,ITALIA SOVRANA E POPOLARE
1347755,0,6,415533,ITALIA SOVRANA E POPOLARE
1347756,0,1,415518,UNIONE POPOLARE CON DE MAGISTRIS
1347758,0,1,415518,UNIONE POPOLARE CON DE MAGISTRIS
1347760,0,1,415961,ITALIA SOVRANA E POPOLARE
1347792,0,4,415479,UNIONE POPOLARE CON DE MAGISTRIS
1347793,0,3,415482,MOVIMENTO 5 STELLE
1347794,0,2,415842,ITALIA SOVRANA E POPOLARE
1347796,0,9,415845,ITALEXIT PER L'ITALIA
1347797,0,7,415500,ITALEXIT PER L'ITALIA
1347800,0,7,415500,ITALEXIT PER L'ITALIA
1347803,0,7,415503,ITALEXIT PER L'ITALIA
1347838,0,1,415540,ITALIA SOVRANA E POPOLARE
1347839,0,1,415540,ITALIA SOVRANA E POPOLARE
1347840,0,1,415961,ITALIA SOVRANA E POPOLARE
1347842,0,1,415961,ITALIA SOVRANA E POPOLARE
1347845,0,1,415965,ITALIA SOVRANA E POPOLARE
1347846,0,1,415965,ITALIA SOVRANA E POPOLARE
1347847,0,1,415965,ITALIA SOVRANA E POPOLARE
1347878,0,15,415997,MOVIMENTO 5 STELLE
1347881,0,1,415877,UNIONE POPOLARE CON DE MAGISTRIS
1347882,0,1,415877,UNIONE POPOLARE CON DE MAGISTRIS
1347886,0,1,415877,UNIONE POPOLARE CON DE MAGISTRIS
1347891,0,1,415512,UNIONE POPOLARE CON DE MAGISTRIS
1347898,0,15,415522,MASTELLA NOI DI CENTRO EUROPEISTI
1347900,0,15,415522,MASTELLA NOI DI CENTRO EUROPEISTI
1347902,0,15,415522,MASTELLA NOI DI CENTRO EUROPEISTI
1347904,0,6,415527,ITALIA SOVRANA E POPOLARE
1347905,0,15,415522,MASTELLA NOI DI CENTRO EUROPEISTI
1347906,0,6,415527,ITALIA SOVRANA E POPOLARE
1347907,0,1,415512,UNIONE POPOLARE CON DE MAGISTRIS
1347920,0,6,415530,ITALIA SOVRANA E POPOLARE
1347921,0,1,415515,UNIONE POPOLARE CON DE MAGISTRIS
1347922,0,6,415956,MOVIMENTO 5 STELLE
1347924,0,6,415956,MOVIMENTO 5 STELLE
1347935,0,1,415540,ITALIA SOVRANA E POPOLARE
1347965,0,15,415997,MOVIMENTO 5 STELLE
1347970,0,15,416001,MOVIMENTO 5 STELLE
1347971,0,15,416001,MOVIMENTO 5 STELLE
1347981,0,15,415997,MOVIMENTO 5 STELLE
1347991,0,15,416001,MOVIMENTO 5 STELLE
1347992,0,15,416001,MOVIMENTO 5 STELLE
1348001,0,15,416006,MOVIMENTO 5 STELLE
1348003,0,15,416006,MOVIMENTO 5 STELLE
1348004,0,15,416006,MOVIMENTO 5 STELLE
1348010,0,6,415983,ITALEXIT PER L'ITALIA
1348019,0,16,416032,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348021,0,16,416032,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348031,0,11,416700,ALLEANZA VERDI E SINISTRA
1348031,1,12,417152,+EUROPA
1348031,2,13,416017,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348031,3,14,417397,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348035,0,16,416036,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348036,0,16,416036,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348050,0,11,416704,ALLEANZA VERDI E SINISTRA
1348050,1,12,417656,+EUROPA
1348050,2,13,416021,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348050,3,14,417401,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348051,0,16,416041,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348056,0,16,416041,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348057,0,11,416704,ALLEANZA VERDI E SINISTRA
1348057,1,12,417656,+EUROPA
1348057,2,13,416021,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348057,3,14,417401,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348060,0,16,416041,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348062,0,16,416041,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348065,0,11,416704,ALLEANZA VERDI E SINISTRA
1348065,1,12,417656,+EUROPA
1348065,2,13,416021,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348065,3,14,417401,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348096,0,15,416006,MOVIMENTO 5 STELLE
1348097,0,6,415983,ITALEXIT PER L'ITALIA
1348101,0,6,415983,ITALEXIT PER L'ITALIA
1348108,0,6,415987,ITALEXIT PER L'ITALIA
1348112,0,6,415987,ITALEXIT PER L'ITALIA
1348113,0,6,415987,ITALEXIT PER L'ITALIA
1348118,0,6,415987,ITALEXIT PER L'ITALIA
1348119,0,6,415992,ITALEXIT PER L'ITALIA
1348123,0,6,415992,ITALEXIT PER L'ITALIA
1348124,0,6,415992,ITALEXIT PER L'ITALIA
1348128,0,6,415992,ITALEXIT PER L'ITALIA
1348130,0,11,416700,ALLEANZA VERDI E SINISTRA
1348130,1,12,417152,+EUROPA
1348130,2,13,416017,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348130,3,14,417397,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348131,0,16,416036,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348134,0,16,416036,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348161,0,2,416191,MOVIMENTO 5 STELLE
1348162,0,2,416191,MOVIMENTO 5 STELLE
1348164,0,2,416275,UNIONE POPOLARE CON DE MAGISTRIS
1348165,0,2,416275,UNIONE POPOLARE CON DE MAGISTRIS
1348167,0,2,416275,UNIONE POPOLARE CON DE MAGISTRIS
1348168,0,11,416709,ALLEANZA VERDI E SINISTRA
1348168,1,12,417564,+EUROPA
1348168,2,13,416026,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348168,3,14,417406,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348170,0,7,416926,FORZA ITALIA
1348170,1,8,416300,FRATELLI D'ITALIA CON GIORGIA MELONI
1348170,2,9,418045,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348170,3,10,416361,LEGA PER SALVINI PREMIER
1348171,0,11,416709,ALLEANZA VERDI E SINISTRA
1348171,1,12,417564,+EUROPA
1348171,2,13,416026,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348171,3,14,417406,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348173,0,7,416926,FORZA ITALIA
1348173,1,8,416300,FRATELLI D'ITALIA CON GIORGIA MELONI
1348173,2,9,418045,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348173,3,10,416361,LEGA PER SALVINI PREMIER
1348174,0,7,416926,FORZA ITALIA
1348174,1,8,416300,FRATELLI D'ITALIA CON GIORGIA MELONI
1348174,2,9,418045,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348174,3,10,416361,LEGA PER SALVINI PREMIER
1348182,0,11,416700,ALLEANZA VERDI E SINISTRA
1348182,1,12,417152,+EUROPA
1348182,2,13,416017,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348182,3,14,417397,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348183,0,2,416174,UNIONE POPOLARE CON DE MAGISTRIS
1348185,0,2,416174,UNIONE POPOLARE CON DE MAGISTRIS
1348190,0,16,416032,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO
1348203,0,11,416704,ALLEANZA VERDI E SINISTRA
1348203,1,12,417656,+EUROPA
1348203,2,13,416021,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348203,3,14,417401,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348222,0,8,417889,FRATELLI D'ITALIA CON GIORGIA MELONI
1348222,1,9,416341,LEGA PER SALVINI PREMIER
1348222,2,10,416356,FORZA ITALIA
1348222,3,11,417418,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348228,0,8,417889,FRATELLI D'ITALIA CON GIORGIA MELONI
1348228,1,9,416341,LEGA PER SALVINI PREMIER
1348228,2,10,416356,FORZA ITALIA
1348228,3,11,417418,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348236,0,2,416416,UNIONE POPOLARE CON DE MAGISTRIS
1348239,0,2,416288,UNIONE POPOLARE CON DE MAGISTRIS
1348241,0,2,416195,MOVIMENTO 5 STELLE
1348247,0,13,416402,VITA
1348250,0,13,416402,VITA
1348252,0,13,416402,VITA
1348254,0,2,416522,UNIONE POPOLARE CON DE MAGISTRIS
1348267,0,2,417622,+EUROPA
1348267,1,3,416395,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348267,2,4,416947,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348267,3,5,417157,ALLEANZA VERDI E SINISTRA
1348286,0,8,417886,FRATELLI D'ITALIA CON GIORGIA MELONI
1348286,1,9,416338,LEGA PER SALVINI PREMIER
1348286,2,10,416053,FORZA ITALIA
1348286,3,11,417415,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348287,0,11,416709,ALLEANZA VERDI E SINISTRA
1348287,1,12,417564,+EUROPA
1348287,2,13,416026,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348287,3,14,417406,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348288,0,8,417886,FRATELLI D'ITALIA CON GIORGIA MELONI
1348288,1,9,416338,LEGA PER SALVINI PREMIER
1348288,2,10,416053,FORZA ITALIA
1348288,3,11,417415,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348291,0,11,416709,ALLEANZA VERDI E SINISTRA
1348291,1,12,417564,+EUROPA
1348291,2,13,416026,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348291,3,14,417406,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348303,0,7,416930,FORZA ITALIA
1348303,1,8,416304,FRATELLI D'ITALIA CON GIORGIA MELONI
1348303,2,9,418049,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348303,3,10,416365,LEGA PER SALVINI PREMIER
1348311,0,7,416930,FORZA ITALIA
1348311,1,8,416304,FRATELLI D'ITALIA CON GIORGIA MELONI
1348311,2,9,418049,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348311,3,10,416365,LEGA PER SALVINI PREMIER
1348324,0,7,416935,FORZA ITALIA
1348324,1,8,416309,FRATELLI D'ITALIA CON GIORGIA MELONI
1348324,2,9,418054,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348324,3,10,416370,LEGA PER SALVINI PREMIER
1348327,0,7,416935,FORZA ITALIA
1348327,1,8,416309,FRATELLI D'ITALIA CON GIORGIA MELONI
1348327,2,9,418054,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348327,3,10,416370,LEGA PER SALVINI PREMIER
1348328,0,8,416408,MOVIMENTO 5 STELLE
1348329,0,8,416408,MOVIMENTO 5 STELLE
1348331,0,2,416416,UNIONE POPOLARE CON DE MAGISTRIS
1348335,0,2,416288,UNIONE POPOLARE CON DE MAGISTRIS
1348336,0,2,416288,UNIONE POPOLARE CON DE MAGISTRIS
1348337,0,2,416195,MOVIMENTO 5 STELLE
1348338,0,2,416195,MOVIMENTO 5 STELLE
1348353,0,2,416522,UNIONE POPOLARE CON DE MAGISTRIS
1348355,0,5,416537,AZIONE - ITALIA VIVA - CALENDA
1348357,0,2,416522,UNIONE POPOLARE CON DE MAGISTRIS
1348358,0,5,416537,AZIONE - ITALIA VIVA - CALENDA
1348362,0,2,417622,+EUROPA
1348362,1,3,416395,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348362,2,4,416947,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348362,3,5,417157,ALLEANZA VERDI E SINISTRA
1348366,0,5,416537,AZIONE - ITALIA VIVA - CALENDA
1348375,0,5,416541,AZIONE - ITALIA VIVA - CALENDA
1348376,0,5,416541,AZIONE - ITALIA VIVA - CALENDA
1348377,0,5,416541,AZIONE - ITALIA VIVA - CALENDA
1348378,0,5,416541,AZIONE - ITALIA VIVA - CALENDA
1348384,0,7,416930,FORZA ITALIA
1348384,1,8,416304,FRATELLI D'ITALIA CON GIORGIA MELONI
1348384,2,9,418049,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348384,3,10,416365,LEGA PER SALVINI PREMIER
1348389,0,7,416930,FORZA ITALIA
1348389,1,8,416304,FRATELLI D'ITALIA CON GIORGIA MELONI
1348389,2,9,418049,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348389,3,10,416365,LEGA PER SALVINI PREMIER
1348399,0,8,417889,FRATELLI D'ITALIA CON GIORGIA MELONI
1348399,1,9,416341,LEGA PER SALVINI PREMIER
1348399,2,10,416356,FORZA ITALIA
1348399,3,11,417418,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348404,0,7,416935,FORZA ITALIA
1348404,1,8,416309,FRATELLI D'ITALIA CON GIORGIA MELONI
1348404,2,9,418054,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348404,3,10,416370,LEGA PER SALVINI PREMIER
1348408,0,7,416935,FORZA ITALIA
1348408,1,8,416309,FRATELLI D'ITALIA CON GIORGIA MELONI
1348408,2,9,418054,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348408,3,10,416370,LEGA PER SALVINI PREMIER
1348420,0,8,416408,MOVIMENTO 5 STELLE
1348422,0,8,416408,MOVIMENTO 5 STELLE
1348428,0,8,416408,MOVIMENTO 5 STELLE
1348431,0,2,416416,UNIONE POPOLARE CON DE MAGISTRIS
1348438,0,2,416191,MOVIMENTO 5 STELLE
1348442,0,13,416402,VITA
1348443,0,13,416402,VITA
1348460,0,3,416243,VITA
1348464,0,3,416243,VITA
1348467,0,2,416199,MOVIMENTO 5 STELLE
1348468,0,2,417625,+EUROPA
1348468,1,3,416398,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348468,2,4,416950,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348468,3,5,417160,ALLEANZA VERDI E SINISTRA
1348470,0,11,417262,LEGA PER SALVINI PREMIER
1348470,1,12,417422,FRATELLI D'ITALIA CON GIORGIA MELONI
1348470,2,13,417257,FORZA ITALIA
1348470,3,14,416664,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348480,0,3,416243,VITA
1348494,0,5,416546,AZIONE - ITALIA VIVA - CALENDA
1348496,0,11,417262,LEGA PER SALVINI PREMIER
1348496,1,12,417422,FRATELLI D'ITALIA CON GIORGIA MELONI
1348496,2,13,417257,FORZA ITALIA
1348496,3,14,416664,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348498,0,5,416546,AZIONE - ITALIA VIVA - CALENDA
1348501,0,5,416546,AZIONE - ITALIA VIVA - CALENDA
1348502,0,3,416251,VITA
1348503,0,11,417262,LEGA PER SALVINI PREMIER
1348503,1,12,417422,FRATELLI D'ITALIA CON GIORGIA MELONI
1348503,2,13,417257,FORZA ITALIA
1348503,3,14,416664,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348504,0,2,417625,+EUROPA
1348504,1,3,416398,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348504,2,4,416950,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348504,3,5,417160,ALLEANZA VERDI E SINISTRA
1348505,0,5,416546,AZIONE - ITALIA VIVA - CALENDA
1348506,0,3,416251,VITA
1348507,0,11,417262,LEGA PER SALVINI PREMIER
1348507,1,12,417422,FRATELLI D'ITALIA CON GIORGIA MELONI
1348507,2,13,417257,FORZA ITALIA
1348507,3,14,416664,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC
1348538,0,3,417370,+EUROPA
1348538,1,4,416591,ALLEANZA VERDI E SINISTRA
1348538,2,5,416596,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348538,3,6,416722,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348547,0,3,417370,+EUROPA
1348547,1,4,416591,ALLEANZA VERDI E SINISTRA
1348547,2,5,416596,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348547,3,6,416722,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348566,0,2,416199,MOVIMENTO 5 STELLE
1348575,0,2,416199,MOVIMENTO 5 STELLE
1348586,0,3,416251,VITA
1348602,0,3,417370,+EUROPA
1348602,1,4,416591,ALLEANZA VERDI E SINISTRA
1348602,2,5,416596,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348602,3,6,416722,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348619,0,2,417618,+EUROPA
1348619,1,3,416391,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348619,2,4,416943,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348619,3,5,416953,ALLEANZA VERDI E SINISTRA
1348621,0,2,417618,+EUROPA
1348621,1,3,416391,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA
1348621,2,4,416943,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO
1348621,3,5,416953,ALLEANZA VERDI E SINISTRA
1348628,0,7,415812,UNIONE POPOLARE CON DE MAGISTRIS
