Tipo Elezione;Data elezione;Lista;Ripartizione;Nazione;Voti Liste;Schede Nulle;Schede Bianche;Schede Contestate;Votanti;Elettori
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;PARAGUAY;630;256;61;0;2636;10281
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;PARAGUAY;71;256;61;0;2636;10281
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;PARAGUAY;939;256;61;0;2636;10281
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;PARAGUAY;119;256;61;0;2636;10281
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;PARAGUAY;251;256;61;0;2636;10281
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;PARAGUAY;344;256;61;0;2636;10281
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;PERU';2971;646;346;0;8072;27328
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;PERU';155;646;346;0;8072;27328
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;PERU';816;646;346;0;8072;27328
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;PERU';427;646;346;0;8072;27328
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;PERU';1360;646;346;0;8072;27328
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;PERU';952;646;346;0;8072;27328
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;TRINIDAD E TOBAGO;0;0;0;0;0;73
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;TRINIDAD E TOBAGO;0;0;0;0;0;73
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;TRINIDAD E TOBAGO;0;0;0;0;0;73
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;TRINIDAD E TOBAGO;0;0;0;0;0;73
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;TRINIDAD E TOBAGO;0;0;0;0;0;73
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;TRINIDAD E TOBAGO;0;0;0;0;0;73
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;URUGUAY;2431;3011;1951;6;20947;94566
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;URUGUAY;171;3011;1951;6;20947;94566
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;URUGUAY;3056;3011;1951;6;20947;94566
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;URUGUAY;2521;3011;1951;6;20947;94566
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;URUGUAY;7811;3011;1951;6;20947;94566
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;URUGUAY;1229;3011;1951;6;20947;94566
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;VENEZUELA;6495;1478;223;16;21635;87056
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;VENEZUELA;157;1478;223;16;21635;87056
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;VENEZUELA;5929;1478;223;16;21635;87056
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;VENEZUELA;458;1478;223;16;21635;87056
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;VENEZUELA;4324;1478;223;16;21635;87056
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;VENEZUELA;1259;1478;223;16;21635;87056
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;GUYANA;0;0;0;0;0;3
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;GUYANA;0;0;0;0;0;3
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;GUYANA;0;0;0;0;0;3
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;GUYANA;0;0;0;0;0;3
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;GUYANA;0;0;0;0;0;3
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;GUYANA;0;0;0;0;0;3
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA MERIDIONALE;SURINAME;0;0;0;0;0;2
Camera Estero;25/09/2022;L'ITALIA DEL MERIDIONE;AMERICA MERIDIONALE;SURINAME;0;0;0;0;0;2
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA MERIDIONALE;SURINAME;0;0;0;0;0;2
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA MERIDIONALE;SURINAME;0;0;0;0;0;2
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA MERIDIONALE;SURINAME;0;0;0;0;0;2
Camera Estero;25/09/2022;UNIONE SUDAMERICANA EMIGRATI ITALIANI - USEI;AMERICA MERIDIONALE;SURINAME;0;0;0;0;0;2
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;BAHAMAS;0;1;0;0;34;223
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;BAHAMAS;14;1;0;0;34;223
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;BAHAMAS;3;1;0;0;34;223
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;BAHAMAS;5;1;0;0;34;223
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;BAHAMAS;7;1;0;0;34;223
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;CANADA;1019;1667;406;67;25887;117283
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;CANADA;7997;1667;406;67;25887;117283
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;CANADA;2014;1667;406;67;25887;117283
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;CANADA;1795;1667;406;67;25887;117283
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;CANADA;8683;1667;406;67;25887;117283
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;COSTA RICA;26;28;8;0;783;5102
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;COSTA RICA;203;28;8;0;783;5102
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;COSTA RICA;298;28;8;0;783;5102
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;COSTA RICA;66;28;8;0;783;5102
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;COSTA RICA;120;28;8;0;783;5102
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;CUBA;0;0;0;0;0;21
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;CUBA;0;0;0;0;0;21
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;CUBA;0;0;0;0;0;21
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;CUBA;0;0;0;0;0;21
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;CUBA;0;0;0;0;0;21
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;REPUBBLICA DOMINICANA;58;103;24;0;2146;6939
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;REPUBBLICA DOMINICANA;814;103;24;0;2146;6939
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;REPUBBLICA DOMINICANA;560;103;24;0;2146;6939
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;REPUBBLICA DOMINICANA;105;103;24;0;2146;6939
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;REPUBBLICA DOMINICANA;215;103;24;0;2146;6939
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;EL SALVADOR;19;36;10;0;584;2188
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;EL SALVADOR;255;36;10;0;584;2188
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;EL SALVADOR;55;36;10;0;584;2188
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;EL SALVADOR;53;36;10;0;584;2188
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;EL SALVADOR;133;36;10;0;584;2188
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;GIAMAICA;0;0;0;0;0;88
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;GIAMAICA;0;0;0;0;0;88
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;GIAMAICA;0;0;0;0;0;88
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;GIAMAICA;0;0;0;0;0;88
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;GIAMAICA;0;0;0;0;0;88
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;GUATEMALA;41;269;156;0;1304;4746
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;GUATEMALA;349;269;156;0;1304;4746
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;GUATEMALA;174;269;156;0;1304;4746
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;GUATEMALA;72;269;156;0;1304;4746
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;GUATEMALA;200;269;156;0;1304;4746
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;HAITI;0;0;0;0;0;108
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;HAITI;0;0;0;0;0;108
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;HAITI;0;0;0;0;0;108
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;HAITI;0;0;0;0;0;108
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;HAITI;0;0;0;0;0;108
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;HONDURAS;22;83;17;0;654;1112
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;HONDURAS;164;83;17;0;654;1112
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;HONDURAS;117;83;17;0;654;1112
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;HONDURAS;26;83;17;0;654;1112
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;HONDURAS;107;83;17;0;654;1112
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;MESSICO;242;286;20;0;3742;16584
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;MESSICO;1021;286;20;0;3742;16584
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;MESSICO;675;286;20;0;3742;16584
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;MESSICO;288;286;20;0;3742;16584
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;MESSICO;1056;286;20;0;3742;16584
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;NICARAGUA;18;36;13;0;410;1116
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;NICARAGUA;132;36;13;0;410;1116
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;NICARAGUA;33;36;13;0;410;1116
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;NICARAGUA;22;36;13;0;410;1116
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;NICARAGUA;91;36;13;0;410;1116
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;PANAMA;88;86;26;0;1388;7403
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;PANAMA;661;86;26;0;1388;7403
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;PANAMA;152;86;26;0;1388;7403
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;PANAMA;99;86;26;0;1388;7403
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;PANAMA;257;86;26;0;1388;7403
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;STATI UNITI D'AMERICA;3975;3050;472;45;49934;248851
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;STATI UNITI D'AMERICA;15321;3050;472;45;49934;248851
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;STATI UNITI D'AMERICA;3151;3050;472;45;49934;248851
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;STATI UNITI D'AMERICA;3345;3050;472;45;49934;248851
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;STATI UNITI D'AMERICA;17400;3050;472;45;49934;248851
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;BARBADOS;0;0;0;0;0;39
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;BARBADOS;0;0;0;0;0;39
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;BARBADOS;0;0;0;0;0;39
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;BARBADOS;0;0;0;0;0;39
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;BARBADOS;0;0;0;0;0;39
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;BELIZE;0;0;0;0;0;26
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;BELIZE;0;0;0;0;0;26
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;BELIZE;0;0;0;0;0;26
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;BELIZE;0;0;0;0;0;26
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;BELIZE;0;0;0;0;0;26
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;GRENADA;0;0;0;0;0;20
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;GRENADA;0;0;0;0;0;20
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;GRENADA;0;0;0;0;0;20
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;GRENADA;0;0;0;0;0;20
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;GRENADA;0;0;0;0;0;20
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;ANTIGUA E BARBUDA;2;1;0;0;38;113
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;ANTIGUA E BARBUDA;12;1;0;0;38;113
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;ANTIGUA E BARBUDA;1;1;0;0;38;113
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;ANTIGUA E BARBUDA;9;1;0;0;38;113
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;ANTIGUA E BARBUDA;11;1;0;0;38;113
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;SAINT LUCIA;0;0;0;0;0;18
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;SAINT LUCIA;0;0;0;0;0;18
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;SAINT LUCIA;0;0;0;0;0;18
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;SAINT LUCIA;0;0;0;0;0;18
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;SAINT LUCIA;0;0;0;0;0;18
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;SAINT VINCENT E GRENADINE;0;0;0;0;0;13
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;SAINT VINCENT E GRENADINE;0;0;0;0;0;13
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;SAINT VINCENT E GRENADINE;0;0;0;0;0;13
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;SAINT VINCENT E GRENADINE;0;0;0;0;0;13
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;SAINT VINCENT E GRENADINE;0;0;0;0;0;13
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AMERICA SETTENTRIONALE E CENTRALE;SAINT KITTS E NEVIS;0;0;0;0;0;4
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AMERICA SETTENTRIONALE E CENTRALE;SAINT KITTS E NEVIS;0;0;0;0;0;4
Camera Estero;25/09/2022;MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO - MAIE;AMERICA SETTENTRIONALE E CENTRALE;SAINT KITTS E NEVIS;0;0;0;0;0;4
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AMERICA SETTENTRIONALE E CENTRALE;SAINT KITTS E NEVIS;0;0;0;0;0;4
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AMERICA SETTENTRIONALE E CENTRALE;SAINT KITTS E NEVIS;0;0;0;0;0;4
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AFRICA ASIA OCEANIA ANTARTIDE;SAMOA;0;0;0;0;0;7
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AFRICA ASIA OCEANIA ANTARTIDE;SAMOA;0;0;0;0;0;7
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AFRICA ASIA OCEANIA ANTARTIDE;SAMOA;0;0;0;0;0;7
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AFRICA ASIA OCEANIA ANTARTIDE;SAMOA;0;0;0;0;0;7
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AFRICA ASIA OCEANIA ANTARTIDE;TONGA;0;0;0;0;0;20
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AFRICA ASIA OCEANIA ANTARTIDE;TONGA;0;0;0;0;0;20
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AFRICA ASIA OCEANIA ANTARTIDE;TONGA;0;0;0;0;0;20
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AFRICA ASIA OCEANIA ANTARTIDE;TONGA;0;0;0;0;0;20
Camera Estero;25/09/2022;AZIONE - ITALIA VIVA - CALENDA;AFRICA ASIA OCEANIA ANTARTIDE;VANUATU;0;0;0;0;0;24
Camera Estero;25/09/2022;LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA;AFRICA ASIA OCEANIA ANTARTIDE;VANUATU;0;0;0;0;0;24
Camera Estero;25/09/2022;MOVIMENTO 5 STELLE;AFRICA ASIA OCEANIA ANTARTIDE;VANUATU;0;0;0;0;0;24
Camera Estero;25/09/2022;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;AFRICA ASIA OCEANIA ANTARTIDE;VANUATU;0;0;0;0;0;24
