st,t_ele,f_elet,dt_ele,l_terr,area,ele_m,ele_f,ele_t,vot_m,vot_f,vot_t,perc_vot,sz_perv,sz_tot,coll_uni_perv,coll_uni_tot,tot_vot_uni,tot_vot_prop,fine_rip,sg_ass_uni,sg_ass_prop,sk_bianche,sk_nulle,sk_contestate,dt_agg,data_prec_elez
ESERCIZIO,Camera Italia,SCRUTINI,20220925000000,ITALIA,I,22211413,23810543,46021956,0,0,0,,61394,61417,140,146,28086553,28086553,F,146,245,0,0,0,20220926181011,20180304000000
