st,t_ele,f_elet,dt_ele,l_terr,area,ele_m,ele_f,ele_t,vot_m,vot_f,vot_t,perc_vot,sz_perv,sz_tot,coll_uni_perv,coll_uni_tot,tot_vot_uni,tot_vot_prop,fine_rip,sg_ass_uni,sg_ass_prop,sk_bianche,sk_nulle,sk_contestate,dt_agg,data_prec_elez
ESERCIZIO,Senato Italia,SCRUTINI,20220925000000,ITALIA,I,21812940,23398010,45210950,0,0,0,,797,60399,0,67,211701,204329,,0,0,0,0,0,20220926002616,20180304000000
