CR,r_pos,voti,perc,sg_ass_uni,sg_ass_prop,l_pos,pos,desc_lis,img_lis
19,28,2187,0.11,0,,0,5,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,3-20220925000000-5.png
19,34,31435,1.62,0,,0,3,ITALEXIT PER L'ITALIA,3-20220925000000-3.png
20,1,30317,4.43,0,,0,15,AZIONE - ITALIA VIVA - CALENDA,3-20220925000000-15.png
20,8,10719,1.57,0,,0,4,ITALIA SOVRANA E POPOLARE,3-20220925000000-4.png
20,13,4009,0.59,0,,0,6,VITA,3-20220925000000-6.png
20,21,10224,1.49,0,,0,2,UNIONE POPOLARE CON DE MAGISTRIS,3-20220925000000-2.png
20,22,154526,22.58,2,,0,17,FRATELLI D'ITALIA CON GIORGIA MELONI,3-20220925000000-17.png
20,22,63986,9.35,2,,1,11,FORZA ITALIA,3-20220925000000-11.png
20,22,47527,6.95,2,,2,13,LEGA PER SALVINI PREMIER,3-20220925000000-13.png
20,22,10676,1.56,2,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,3-20220925000000-19.png
20,25,150130,21.94,0,,0,1,MOVIMENTO 5 STELLE,3-20220925000000-1.png
20,27,135285,19.77,0,,0,14,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,3-20220925000000-14.png
20,27,29023,4.24,0,,1,16,ALLEANZA VERDI E SINISTRA,3-20220925000000-16.png
20,27,15950,2.33,0,,2,18,+EUROPA,3-20220925000000-18.png
20,27,5404,0.79,0,,3,10,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,3-20220925000000-10.png
20,34,16527,2.42,0,,0,3,ITALEXIT PER L'ITALIA,3-20220925000000-3.png
